,Code,First_name,Last_name,Team,Nation,Position,Rating
302,kaneev01,Evander,Kane,TOT,CA,LW,0.8629026132186632
303,karlser01,Erik,Karlsson,OTT,SE,D,0.9266444905135297
304,kindlja01,Jakub,Kindl,FLA,CS,D,0.7056155755551055
305,kulikdm01,Dmitry,Kulikov,WPG,RU,D,0.73234962559343
306,larseph01,Philip,Larsen,VAN,DK,D,0.7100650838437041
307,letesma01,Mark,Letestu,TOT,CA,C,0.7708916706332462
308,marchbr03,Brad,Marchand,BOS,CA,LW,0.9346023470059541
309,martima02,Matt,Martin,TOR,CA,LW,0.7486261365377023
310,martial01,Alec,Martinez,LAK,US,D,0.8266507219981855
311,mcbaija02,Jamie,McBain,LAK,US,D,0.7218457294082992
312,mcquaad01,Adam,McQuaid,BOS,CA,D,0.7350129452874228
313,myersty01,Tyler,Myers,WPG,US,D,0.827186985446797
314,oreilry01,Ryan,O'Reilly,BUF,CA,C,0.9059706732175162
315,parenpi01,P.A.,Parenteau,TOT,CA,LW,0.7975957366473291
316,perrema01,Mathieu,Perreault,WPG,CA,C,0.8628225457669415
317,prossna01,Nate,Prosser,TOT,US,D,0.708925344020109
318,pyattto01,Tom,Pyatt,OTT,CA,C,0.741828534163067
319,schenbr01,Brayden,Schenn,STL,CA,C,0.8812398846371332
320,spalini01,Nick,Spaling,TOT,CA,C,0.7343703241468985
321,stalbvi01,Viktor,Stalberg,TOT,SE,LW,0.7414766355289734
322,stonecl01,Clayton,Stoner,ANA,CA,D,0.7703285100303647
323,subbapk01,P.K.,Subban,NSH,CA,D,0.8939710995834833
324,tavarjo01,John,Tavares,NYI,CA,C,0.9010346447152018
325,vanrija01,James,van Riemsdyk,TOR,US,LW,0.8524260049163119
326,whitery01,Ryan,White,TOT,CA,C,0.7398760793900501
327,wilsoco01,Colin,Wilson,COL,US,C,0.7745655866430385
328,bartkma01,Matt,Bartkowski,CGY,US,D,0.6881424318937548
329,boumala01,Lance,Bouma,CHI,CA,C,0.7312876481614248
330,braunju01,Justin,Braun,SJS,US,D,0.8127168727712747
331,broditj01,T.J.,Brodie,CGY,CA,D,0.8347735125188732
